DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
24961,"Secondary diabetes mellitus with neurological manifestations, uncontrolled",Sec DM neuro uncontrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24970,"Secondary diabetes mellitus with peripheral circulatory disorders, not stated as uncontrolled, or unspecified",Sec DM circ nt st uncntr,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24971,"Secondary diabetes mellitus with peripheral circulatory disorders, uncontrolled",Sec DM circ uncontrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24980,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified",Sec DM oth nt st uncontr,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24981,"Secondary diabetes mellitus with other specified manifestations, uncontrolled",Sec DM other uncontrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24990,"Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified",Sec DM unsp nt st uncon,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
24991,"Secondary diabetes mellitus with unspecified complication, uncontrolled",Sec DM unsp uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Secondary diabetes mellitus,249
25000,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",DMII wo cmp nt st uncntr,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25001,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",DMI wo cmp nt st uncntrl,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25002,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",DMII wo cmp uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25003,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",DMI wo cmp uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25010,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",DMII keto nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25011,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",DMI keto nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25012,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",DMII ketoacd uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25013,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",DMI ketoacd uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25020,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled",DMII hprsm nt st uncntrl,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25021,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",DMI hprsm nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25022,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled",DMII hprosmlr uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25023,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",DMI hprosmlr uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25030,"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled",DMII o cm nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25031,"Diabetes with other coma, type I [juvenile type], not stated as uncontrolled",DMI o cm nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25032,"Diabetes with other coma, type II or unspecified type, uncontrolled",DMII oth coma uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25033,"Diabetes with other coma, type I [juvenile type], uncontrolled",DMI oth coma uncontrold,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25040,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",DMII renl nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25041,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",DMI renl nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25042,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled",DMII renal uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25043,"Diabetes with renal manifestations, type I [juvenile type], uncontrolled",DMI renal uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25050,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled",DMII ophth nt st uncntrl,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25051,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",DMI ophth nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25052,"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled",DMII ophth uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25053,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled",DMI ophth uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25060,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",DMII neuro nt st uncntrl,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25061,"Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled",DMI neuro nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25062,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",DMII neuro uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25063,"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled",DMI neuro uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25070,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled",DMII circ nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25071,"Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled",DMI circ nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25072,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled",DMII circ uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25073,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled",DMI circ uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25080,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",DMII oth nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25081,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",DMI oth nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25082,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",DMII oth uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25083,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled",DMI oth uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25090,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled",DMII unspf nt st uncntrl,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25091,"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled",DMI unspf nt st uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25092,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled",DMII unspf uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
25093,"Diabetes with unspecified complication, type I [juvenile type], uncontrolled",DMI unspf uncntrld,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Diabetes mellitus,250
2510,Hypoglycemic coma,Hypoglycemic coma,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2511,Other specified hypoglycemia,Oth spcf hypoglycemia,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2512,"Hypoglycemia, unspecified",Hypoglycemia NOS,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2513,Postsurgical hypoinsulinemia,Postsurg hypoinsulinemia,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2514,Abnormality of secretion of glucagon,Abn secretion glucagon,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2515,Abnormality of secretion of gastrin,Abnorm secretion gastrin,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2518,Other specified disorders of pancreatic internal secretion,Pancreatic disorder NEC,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
2519,Unspecified disorder of pancreatic internal secretion,Pancreatic disorder NOS,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Other disorders of pancreatic internal secretion,251
25200,"Hyperparathyroidism, unspecified",Hyperparathyroidism NOS,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
25201,Primary hyperparathyroidism,Primary hyperparathyroid,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
25202,"Secondary hyperparathyroidism, non-renal",Sec hyprprthyrd nonrenal,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
25208,Other hyperparathyroidism,Hyperparathyroidism NEC,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
2521,Hypoparathyroidism,Hypoparathyroidism,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
2528,Other specified disorders of parathyroid gland,Parathyroid disorder NEC,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
2529,Unspecified disorder of parathyroid gland,Parathyroid disorder NOS,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of parathyroid gland,252
2530,Acromegaly and gigantism,Acromegaly and gigantism,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of the pituitary gland and its hypothalamic control,253
2531,Other and unspecified anterior pituitary hyperfunction,Ant pituit hyperfunc NEC,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of the pituitary gland and its hypothalamic control,253
2532,Panhypopituitarism,Panhypopituitarism,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of the pituitary gland and its hypothalamic control,253
2533,Pituitary dwarfism,Pituitary dwarfism,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of the pituitary gland and its hypothalamic control,253
2534,Other anterior pituitary disorders,Anter pituitary dis NEC,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",Diseases Of Other Endocrine Glands,Disorders of the pituitary gland and its hypothalamic control,253
